Source,Target,Weight
东华帝君,沙僧,0.2
东华帝君,土地,0.1
东华帝君,寿星,0.2
东华帝君,猪八戒,0.1
东华帝君,白鹿,0.2
东华帝君,唐僧,"0.2
"
东方崇恩圣帝,仙翁,0.037037037037037035
东方崇恩圣帝,南极观音,0.037037037037037035
东方崇恩圣帝,十洲三岛仙翁,0.037037037037037035
东方崇恩圣帝,五方五老,0.037037037037037035
东方崇恩圣帝,三清,0.037037037037037035
东方崇恩圣帝,素衣仙女,0.037037037037037035
东方崇恩圣帝,青衣仙女,0.037037037037037035
东方崇恩圣帝,黄角大仙,0.037037037037037035
东方崇恩圣帝,五斗星君,0.037037037037037035
东方崇恩圣帝,红衣仙女,0.037037037037037035
东方崇恩圣帝,崇恩圣帝,0.037037037037037035
东方崇恩圣帝,北极玄灵,0.037037037037037035
东方崇恩圣帝,南方南极观音,0.037037037037037035
东方崇恩圣帝,四帝,0.037037037037037035
东方崇恩圣帝,王母,0.037037037037037035
东方崇恩圣帝,黄衣仙女,0.037037037037037035
东方崇恩圣帝,皂衣仙女,0.037037037037037035
东方崇恩圣帝,中央黄极,0.037037037037037035
东方崇恩圣帝,北方北极玄灵,0.037037037037037035
东方崇恩圣帝,孙悟空,0.037037037037037035
东方崇恩圣帝,观音菩萨,0.037037037037037035
东方崇恩圣帝,七衣仙女,0.037037037037037035
东方崇恩圣帝,力士,0.037037037037037035
东方崇恩圣帝,玉帝,0.037037037037037035
东方崇恩圣帝,绿衣仙女,0.037037037037037035
东方崇恩圣帝,土地,0.037037037037037035
东方崇恩圣帝,紫衣仙女,"0.037037037037037035
"
东方朔,三清,0.3333333333333333
东方朔,孙悟空,0.3333333333333333
东方朔,猪八戒,"0.3333333333333333
"
东海龙王,高天上圣,0.09090909090909091
东海龙王,沙僧,0.09090909090909091
东海龙王,敖广,0.2727272727272727
东海龙王,孙悟空,0.09090909090909091
东海龙王,大慈仁者,0.09090909090909091
东海龙王,玄穹高上帝,0.09090909090909091
东海龙王,猪八戒,0.09090909090909091
东海龙王,玉皇大天尊,0.09090909090909091
东海龙王,丘弘济,"0.09090909090909091
"
东西星斗,哪吒,0.047619047619047616
东西星斗,沙僧,0.047619047619047616
东西星斗,四值功曹,0.047619047619047616
东西星斗,猪八戒,0.047619047619047616
东西星斗,神通广大,0.047619047619047616
东西星斗,五方揭谛,0.047619047619047616
东西星斗,十二元辰,0.09523809523809523
东西星斗,九曜星,0.09523809523809523
东西星斗,五岳,0.09523809523809523
东西星斗,孙悟空,0.09523809523809523
东西星斗,四渎,0.09523809523809523
东西星斗,玉帝,0.047619047619047616
东西星斗,四大天王,0.047619047619047616
东西星斗,唐僧,0.047619047619047616
东西星斗,二十八宿,"0.09523809523809523
"
中央黄极,东方崇恩圣帝,0.037037037037037035
中央黄极,仙翁,0.037037037037037035
中央黄极,南极观音,0.037037037037037035
中央黄极,十洲三岛仙翁,0.037037037037037035
中央黄极,五方五老,0.037037037037037035
中央黄极,三清,0.037037037037037035
中央黄极,素衣仙女,0.037037037037037035
中央黄极,青衣仙女,0.037037037037037035
中央黄极,黄角大仙,0.037037037037037035
中央黄极,五斗星君,0.037037037037037035
中央黄极,红衣仙女,0.037037037037037035
中央黄极,崇恩圣帝,0.037037037037037035
中央黄极,北极玄灵,0.037037037037037035
中央黄极,南方南极观音,0.037037037037037035
中央黄极,四帝,0.037037037037037035
中央黄极,王母,0.037037037037037035
中央黄极,黄衣仙女,0.037037037037037035
中央黄极,皂衣仙女,0.037037037037037035
中央黄极,北方北极玄灵,0.037037037037037035
中央黄极,孙悟空,0.037037037037037035
中央黄极,观音菩萨,0.037037037037037035
中央黄极,七衣仙女,0.037037037037037035
中央黄极,力士,0.037037037037037035
中央黄极,玉帝,0.037037037037037035
中央黄极,绿衣仙女,0.037037037037037035
中央黄极,土地,0.037037037037037035
中央黄极,紫衣仙女,"0.037037037037037035
"
丹桂,凌空子,0.06666666666666667
丹桂,杏仙,0.06666666666666667
丹桂,桧树,0.06666666666666667
丹桂,竹竿,0.06666666666666667
丹桂,枫树,0.06666666666666667
丹桂,猪八戒,0.13333333333333333
丹桂,腊梅,0.13333333333333333
丹桂,拂云叟,0.06666666666666667
丹桂,杏树,0.06666666666666667
丹桂,柏树,0.06666666666666667
丹桂,孤直公,0.06666666666666667
丹桂,唐僧,0.06666666666666667
丹桂,松树,"0.06666666666666667
"
乌巢禅师,沙僧,0.125
乌巢禅师,孙悟空,0.125
乌巢禅师,桧树,0.125
乌巢禅师,猪八戒,0.375
乌巢禅师,唐僧,"0.25
"
九头狮子,狻猊,0.041666666666666664
九头狮子,伏狸,0.041666666666666664
九头狮子,沙僧,0.08333333333333333
九头狮子,太上老君,0.041666666666666664
九头狮子,狮奴,0.041666666666666664
九头狮子,太乙救苦天尊,0.08333333333333333
九头狮子,猪八戒,0.08333333333333333
九头狮子,抟象,0.041666666666666664
九头狮子,白泽,0.041666666666666664
九头狮子,神通广大,0.041666666666666664
九头狮子,青脸儿,0.041666666666666664
九头狮子,猱狮,0.041666666666666664
九头狮子,城隍,0.041666666666666664
九头狮子,雪狮,0.041666666666666664
九头狮子,九灵元圣,0.041666666666666664
九头狮子,孙悟空,0.041666666666666664
九头狮子,黄狮,0.041666666666666664
九头狮子,力士,0.041666666666666664
九头狮子,土地,0.08333333333333333
九头狮子,唐僧,"0.041666666666666664
"
九头虫,牛魔王,0.06666666666666667
九头虫,沙僧,0.06666666666666667
九头虫,孙悟空,0.2
九头虫,猪八戒,0.4666666666666667
九头虫,唐僧,0.06666666666666667
九头虫,龙婆,"0.13333333333333333
"
九头驸马,万圣公主,0.05263157894736842
九头驸马,沙僧,0.05263157894736842
九头驸马,猪八戒,0.10526315789473684
九头驸马,鲇鱼怪,0.05263157894736842
九头驸马,王母,0.10526315789473684
九头驸马,灞波儿奔,0.05263157894736842
九头驸马,神通广大,0.05263157894736842
九头驸马,牛魔王,0.05263157894736842
九头驸马,奔波儿灞,0.05263157894736842
九头驸马,黑鱼精,0.05263157894736842
九头驸马,孙悟空,0.10526315789473684
九头驸马,万圣龙王,0.15789473684210525
九头驸马,唐僧,"0.10526315789473684
"
九尾狐狸,倚海龙,0.3333333333333333
九尾狐狸,孙悟空,0.3333333333333333
九尾狐狸,巴山虎,"0.3333333333333333
"
九曜星,太阴,0.013888888888888888
九曜星,五瘟,0.013888888888888888
九曜星,太阳,0.013888888888888888
九曜星,猴精,0.013888888888888888
九曜星,四值功曹,0.013888888888888888
九曜星,星日马,0.013888888888888888
九曜星,猪八戒,0.041666666666666664
九曜星,神通广大,0.013888888888888888
九曜星,五方五老,0.013888888888888888
九曜星,三清,0.013888888888888888
九曜星,五岳,0.06944444444444445
九曜星,四渎,0.05555555555555555
九曜星,奎星,0.013888888888888888
九曜星,唐僧,0.027777777777777776
九曜星,二十八宿,0.09722222222222222
九曜星,哪吒,0.027777777777777776
九曜星,沙僧,0.041666666666666664
九曜星,独角鬼王,0.013888888888888888
九曜星,四海龙王,0.013888888888888888
九曜星,玉兔,0.013888888888888888
九曜星,四帝,0.013888888888888888
九曜星,东西星斗,0.027777777777777776
九曜星,虚日鼠,0.013888888888888888
九曜星,五方揭谛,0.027777777777777776
九曜星,十二元辰,0.05555555555555555
九曜星,房日兔,0.013888888888888888
九曜星,城隍,0.027777777777777776
九曜星,嫦娥,0.013888888888888888
九曜星,托塔天王,0.013888888888888888
九曜星,孙悟空,0.05555555555555555
九曜星,观音菩萨,0.013888888888888888
九曜星,玉帝,0.05555555555555555
九曜星,四大天王,0.06944444444444445
九曜星,计都星,0.013888888888888888
九曜星,四大天师,0.013888888888888888
九曜星,判官,0.013888888888888888
九曜星,奎木狼,"0.013888888888888888
"
九灵元圣,沙僧,0.09090909090909091
九灵元圣,城隍,0.09090909090909091
九灵元圣,九头狮子,0.09090909090909091
九灵元圣,黄狮,0.2727272727272727
九灵元圣,太乙救苦天尊,0.09090909090909091
九灵元圣,猪八戒,0.18181818181818182
九灵元圣,土地,0.09090909090909091
九灵元圣,唐僧,"0.09090909090909091
"
二十八宿,如来佛祖,0.007751937984496124
二十八宿,五瘟,0.007751937984496124
二十八宿,黄眉老佛,0.007751937984496124
二十八宿,四值功曹,0.007751937984496124
二十八宿,参水猿,0.007751937984496124
二十八宿,星日马,0.007751937984496124
二十八宿,猪八戒,0.046511627906976744
二十八宿,女土蝠,0.007751937984496124
二十八宿,斗木獬,0.015503875968992248
二十八宿,五方五老,0.007751937984496124
二十八宿,七政,0.007751937984496124
二十八宿,三清,0.007751937984496124
二十八宿,五岳,0.031007751937984496
二十八宿,觜火猴,0.007751937984496124
二十八宿,可韩丈人真君,0.007751937984496124
二十八宿,四渎,0.031007751937984496
二十八宿,奎星,0.007751937984496124
二十八宿,角木蛟,0.015503875968992248
二十八宿,诸天,0.015503875968992248
二十八宿,室火猪,0.007751937984496124
二十八宿,四帝,0.007751937984496124
二十八宿,虚日鼠,0.007751937984496124
二十八宿,亢金龙,0.023255813953488372
二十八宿,金头揭谛,0.015503875968992248
二十八宿,孙悟空,0.06201550387596899
二十八宿,危月燕,0.007751937984496124
二十八宿,玉帝,0.05426356589147287
二十八宿,计都星,0.007751937984496124
二十八宿,心月狐,0.007751937984496124
二十八宿,太阴,0.023255813953488372
二十八宿,太阳,0.023255813953488372
二十八宿,箕水豹,0.007751937984496124
二十八宿,鬼金羊,0.007751937984496124
二十八宿,娄金狗,0.007751937984496124
二十八宿,神通广大,0.007751937984496124
二十八宿,井木犴,0.015503875968992248
二十八宿,九曜星,0.05426356589147287
二十八宿,柳土獐,0.007751937984496124
二十八宿,翼火蛇,0.007751937984496124
二十八宿,唐僧,0.046511627906976744
二十八宿,银头揭谛,0.007751937984496124
二十八宿,白龙马,0.015503875968992248
二十八宿,哪吒,0.015503875968992248
二十八宿,独角鬼王,0.007751937984496124
二十八宿,沙僧,0.03875968992248062
二十八宿,东西星斗,0.015503875968992248
二十八宿,尾火虎,0.007751937984496124
二十八宿,五方揭谛,0.05426356589147287
二十八宿,十二元辰,0.031007751937984496
二十八宿,胃土彘,0.007751937984496124
二十八宿,房日兔,0.007751937984496124
二十八宿,城隍,0.007751937984496124
二十八宿,托塔天王,0.007751937984496124
二十八宿,蜜蜂,0.007751937984496124
二十八宿,毕月乌,0.007751937984496124
二十八宿,氐土貉,0.007751937984496124
二十八宿,牛金牛,0.007751937984496124
二十八宿,四大天王,0.031007751937984496
二十八宿,土地,0.007751937984496124
二十八宿,四大天师,0.007751937984496124
二十八宿,奎木狼,0.023255813953488372
二十八宿,轸水蚓,"0.007751937984496124
"
云程万里鹏,孙悟空,0.3333333333333333
云程万里鹏,唐僧,0.3333333333333333
云程万里鹏,小钻风,"0.3333333333333333
"
云童,太阳,0.03225806451612903
云童,沙僧,0.03225806451612903
云童,四海龙王,0.03225806451612903
云童,三官,0.03225806451612903
云童,雷公,0.0967741935483871
云童,猪八戒,0.06451612903225806
云童,闪电娘子,0.03225806451612903
云童,布雾郎君,0.0967741935483871
云童,圣婴大王,0.03225806451612903
云童,泾河龙王,0.03225806451612903
云童,风伯,0.0967741935483871
云童,电母,0.0967741935483871
云童,孙悟空,0.03225806451612903
云童,推云童子,0.0967741935483871
云童,白衣秀士,0.03225806451612903
云童,玉帝,0.06451612903225806
云童,唐僧,0.03225806451612903
云童,红孩儿,0.03225806451612903
云童,袁守诚,"0.03225806451612903
"
云里雾,牛魔王,0.06666666666666667
云里雾,兴烘掀,0.13333333333333333
云里雾,快如风,0.13333333333333333
云里雾,观音菩萨,0.06666666666666667
云里雾,急如火,0.13333333333333333
云里雾,猪八戒,0.06666666666666667
云里雾,雾里云,0.13333333333333333
云里雾,唐僧,0.06666666666666667
云里雾,圣婴大王,0.06666666666666667
云里雾,掀烘兴,"0.13333333333333333
"
五岳,太阴,0.0196078431372549
五岳,五瘟,0.0196078431372549
五岳,太阳,0.0196078431372549
五岳,四值功曹,0.0196078431372549
五岳,星日马,0.0196078431372549
五岳,猪八戒,0.0392156862745098
五岳,神通广大,0.0196078431372549
五岳,九曜星,0.09803921568627451
五岳,四渎,0.0784313725490196
五岳,奎星,0.0196078431372549
五岳,唐僧,0.0392156862745098
五岳,二十八宿,0.0784313725490196
五岳,诸天,0.0196078431372549
五岳,哪吒,0.0392156862745098
五岳,沙僧,0.0392156862745098
五岳,东西星斗,0.0392156862745098
五岳,虚日鼠,0.0196078431372549
五岳,五方揭谛,0.0392156862745098
五岳,十二元辰,0.058823529411764705
五岳,房日兔,0.0196078431372549
五岳,孙悟空,0.0392156862745098
五岳,观音菩萨,0.0196078431372549
五岳,玉帝,0.058823529411764705
五岳,四大天王,0.058823529411764705
五岳,八极,0.0196078431372549
五岳,计都星,0.0196078431372549
五岳,四大天师,0.0196078431372549
五岳,奎木狼,"0.0196078431372549
"
五斗星君,如来佛祖,0.02702702702702703
五斗星君,东方崇恩圣帝,0.02702702702702703
五斗星君,仙翁,0.02702702702702703
五斗星君,南极观音,0.02702702702702703
五斗星君,玉清元始天尊,0.02702702702702703
五斗星君,太清道德天尊,0.02702702702702703
五斗星君,十洲三岛仙翁,0.02702702702702703
五斗星君,五方五老,0.02702702702702703
五斗星君,左辅,0.02702702702702703
五斗星君,三清,0.02702702702702703
五斗星君,素衣仙女,0.02702702702702703
五斗星君,青衣仙女,0.02702702702702703
五斗星君,黄角大仙,0.02702702702702703
五斗星君,红衣仙女,0.02702702702702703
五斗星君,哪吒,0.02702702702702703
五斗星君,崇恩圣帝,0.02702702702702703
五斗星君,北极玄灵,0.02702702702702703
五斗星君,南方南极观音,0.02702702702702703
五斗星君,右弼,0.02702702702702703
五斗星君,三官,0.02702702702702703
五斗星君,四帝,0.02702702702702703
五斗星君,王母,0.02702702702702703
五斗星君,黄衣仙女,0.02702702702702703
五斗星君,皂衣仙女,0.02702702702702703
五斗星君,中央黄极,0.02702702702702703
五斗星君,北方北极玄灵,0.02702702702702703
五斗星君,上清灵宝天尊,0.02702702702702703
五斗星君,孙悟空,0.05405405405405406
五斗星君,观音菩萨,0.02702702702702703
五斗星君,力士,0.02702702702702703
五斗星君,七衣仙女,0.02702702702702703
五斗星君,玉帝,0.05405405405405406
五斗星君,绿衣仙女,0.02702702702702703
五斗星君,土地,0.02702702702702703
五斗星君,紫衣仙女,"0.02702702702702703
"
五方五老,东方崇恩圣帝,0.029411764705882353
五方五老,仙翁,0.029411764705882353
五方五老,南极观音,0.029411764705882353
五方五老,十洲三岛仙翁,0.029411764705882353
五方五老,九曜星,0.029411764705882353
五方五老,三清,0.058823529411764705
五方五老,素衣仙女,0.029411764705882353
五方五老,青衣仙女,0.029411764705882353
五方五老,黄角大仙,0.029411764705882353
五方五老,五斗星君,0.029411764705882353
五方五老,二十八宿,0.029411764705882353
五方五老,红衣仙女,0.029411764705882353
五方五老,崇恩圣帝,0.029411764705882353
五方五老,北极玄灵,0.029411764705882353
五方五老,南方南极观音,0.029411764705882353
五方五老,四帝,0.058823529411764705
五方五老,王母,0.029411764705882353
五方五老,黄衣仙女,0.029411764705882353
五方五老,十二元辰,0.029411764705882353
五方五老,皂衣仙女,0.029411764705882353
五方五老,中央黄极,0.029411764705882353
五方五老,北方北极玄灵,0.029411764705882353
五方五老,孙悟空,0.058823529411764705
五方五老,观音菩萨,0.029411764705882353
五方五老,七衣仙女,0.029411764705882353
五方五老,力士,0.029411764705882353
五方五老,玉帝,0.029411764705882353
五方五老,绿衣仙女,0.029411764705882353
五方五老,四大天王,0.029411764705882353
五方五老,土地,0.029411764705882353
五方五老,紫衣仙女,"0.029411764705882353
"
五方揭谛,如来佛祖,0.013888888888888888
五方揭谛,五瘟,0.006944444444444444
五方揭谛,黄眉老佛,0.006944444444444444
五方揭谛,山神,0.020833333333333332
五方揭谛,黄风怪,0.006944444444444444
五方揭谛,四值功曹,0.0763888888888889
五方揭谛,参水猿,0.006944444444444444
五方揭谛,星日马,0.006944444444444444
五方揭谛,猪八戒,0.04861111111111111
五方揭谛,女土蝠,0.006944444444444444
五方揭谛,斗木獬,0.006944444444444444
五方揭谛,五岳,0.013888888888888888
五方揭谛,觜火猴,0.006944444444444444
五方揭谛,四渎,0.013888888888888888
五方揭谛,角木蛟,0.006944444444444444
五方揭谛,夜游神,0.013888888888888888
五方揭谛,诸天,0.034722222222222224
五方揭谛,室火猪,0.006944444444444444
五方揭谛,六丁神将,0.006944444444444444
五方揭谛,虚日鼠,0.006944444444444444
五方揭谛,亢金龙,0.020833333333333332
五方揭谛,金头揭谛,0.034722222222222224
五方揭谛,孙悟空,0.06944444444444445
五方揭谛,危月燕,0.006944444444444444
五方揭谛,玉帝,0.034722222222222224
五方揭谛,计都星,0.006944444444444444
五方揭谛,心月狐,0.006944444444444444
五方揭谛,太阴,0.013888888888888888
五方揭谛,太阳,0.013888888888888888
五方揭谛,日游神,0.006944444444444444
五方揭谛,箕水豹,0.006944444444444444
五方揭谛,狮奴,0.006944444444444444
五方揭谛,鬼金羊,0.006944444444444444
五方揭谛,娄金狗,0.006944444444444444
五方揭谛,神通广大,0.013888888888888888
五方揭谛,井木犴,0.006944444444444444
五方揭谛,九曜星,0.013888888888888888
五方揭谛,柳土獐,0.006944444444444444
五方揭谛,翼火蛇,0.006944444444444444
五方揭谛,唐僧,0.06944444444444445
五方揭谛,二十八宿,0.04861111111111111
五方揭谛,银头揭谛,0.006944444444444444
五方揭谛,白龙马,0.006944444444444444
五方揭谛,哪吒,0.020833333333333332
五方揭谛,沙僧,0.041666666666666664
五方揭谛,社令,0.013888888888888888
五方揭谛,东西星斗,0.006944444444444444
五方揭谛,尾火虎,0.006944444444444444
五方揭谛,十二元辰,0.006944444444444444
五方揭谛,胃土彘,0.006944444444444444
五方揭谛,房日兔,0.006944444444444444
五方揭谛,城隍,0.020833333333333332
五方揭谛,毕月乌,0.006944444444444444
五方揭谛,观音菩萨,0.027777777777777776
五方揭谛,氐土貉,0.006944444444444444
五方揭谛,牛金牛,0.006944444444444444
五方揭谛,四大天王,0.013888888888888888
五方揭谛,土地,0.04861111111111111
五方揭谛,奎木狼,0.006944444444444444
五方揭谛,轸水蚓,"0.006944444444444444
"
五瘟,五方揭谛,0.1
五瘟,太阴,0.1
五瘟,哪吒,0.1
五瘟,太阳,0.1
五瘟,九曜星,0.1
五瘟,五岳,0.1
五瘟,四渎,0.1
五瘟,四大天王,0.1
五瘟,计都星,0.1
五瘟,二十八宿,"0.1
"
五百阿罗,如来佛祖,0.09803921568627451
五百阿罗,迦叶,0.0196078431372549
五百阿罗,八部天龙,0.0196078431372549
五百阿罗,金刚大士,0.0196078431372549
